,0,1,2,3,4,5,6,7,8,9,10
129,pupil_diameter,motion_energy_body,nose,opto_stim,tongue_end_r,tongue_end_l,wheel_velocity,motion_energy_left,motion_energy_right,paw_l,paw_r
130,nose,tongue_end_r,tongue_end_l,opto_stim,motion_energy_right,wheel_velocity,paw_l,pupil_diameter,paw_r,motion_energy_body,motion_energy_left
140,motion_energy_left,paw_l,paw_r,opto_stim,motion_energy_right,nose,tongue_end_l,tongue_end_r,pupil_diameter,motion_energy_body,wheel_velocity
142,motion_energy_left,wheel_velocity,opto_stim,nose,motion_energy_body,motion_energy_right,tongue_end_r,tongue_end_l,pupil_diameter,paw_r,paw_l
144,wheel_velocity,opto_stim,nose,paw_l,motion_energy_body,motion_energy_right,tongue_end_r,tongue_end_l,pupil_diameter,paw_r,motion_energy_left
156,paw_r,motion_energy_right,tongue_end_l,wheel_velocity,motion_energy_body,opto_stim,motion_energy_left,paw_l,nose,tongue_end_r,pupil_diameter
157,nose,motion_energy_body,tongue_end_r,motion_energy_right,paw_l,opto_stim,motion_energy_left,tongue_end_l,paw_r,wheel_velocity,pupil_diameter
158,paw_l,pupil_diameter,tongue_end_r,motion_energy_body,opto_stim,tongue_end_l,motion_energy_left,wheel_velocity,nose,motion_energy_right,paw_r
159,motion_energy_left,motion_energy_right,nose,opto_stim,pupil_diameter,wheel_velocity,paw_l,tongue_end_r,tongue_end_l,motion_energy_body,paw_r
162,paw_l,motion_energy_body,nose,paw_r,wheel_velocity,pupil_diameter,tongue_end_r,motion_energy_right,opto_stim,motion_energy_left,tongue_end_l
164,motion_energy_right,wheel_velocity,opto_stim,tongue_end_r,nose,tongue_end_l,motion_energy_left,motion_energy_body,pupil_diameter,paw_l,paw_r
166,paw_r,wheel_velocity,motion_energy_right,pupil_diameter,motion_energy_body,motion_energy_left,opto_stim,nose,tongue_end_l,tongue_end_r,paw_l
168,paw_l,motion_energy_right,nose,paw_r,motion_energy_left,pupil_diameter,motion_energy_body,opto_stim,wheel_velocity,tongue_end_r,tongue_end_l
174,nose,tongue_end_r,tongue_end_l,motion_energy_right,pupil_diameter,opto_stim,wheel_velocity,motion_energy_body,paw_l,motion_energy_left,paw_r
176,opto_stim,motion_energy_right,pupil_diameter,motion_energy_left,tongue_end_r,tongue_end_l,paw_r,wheel_velocity,motion_energy_body,nose,paw_l
179,pupil_diameter,tongue_end_l,opto_stim,wheel_velocity,tongue_end_r,paw_l,nose,motion_energy_right,motion_energy_left,motion_energy_body,paw_r
184,pupil_diameter,tongue_end_r,motion_energy_right,nose,wheel_velocity,motion_energy_left,paw_l,paw_r,motion_energy_body,tongue_end_l,opto_stim
188,pupil_diameter,wheel_velocity,paw_r,motion_energy_right,motion_energy_left,motion_energy_body,opto_stim,nose,paw_l,tongue_end_r,tongue_end_l
189,motion_energy_body,opto_stim,nose,wheel_velocity,paw_l,motion_energy_right,motion_energy_left,pupil_diameter,tongue_end_l,tongue_end_r,paw_r
197,opto_stim,paw_l,nose,wheel_velocity,motion_energy_body,pupil_diameter,paw_r,motion_energy_left,tongue_end_r,tongue_end_l,motion_energy_right
199,pupil_diameter,opto_stim,motion_energy_left,motion_energy_right,nose,paw_l,wheel_velocity,tongue_end_l,motion_energy_body,tongue_end_r,paw_r
204,tongue_end_r,pupil_diameter,nose,wheel_velocity,opto_stim,motion_energy_body,motion_energy_left,paw_l,paw_r,motion_energy_right,tongue_end_l
210,tongue_end_r,tongue_end_l,wheel_velocity,paw_r,paw_l,motion_energy_left,nose,pupil_diameter,opto_stim,motion_energy_body,motion_energy_right
213,pupil_diameter,wheel_velocity,paw_r,nose,tongue_end_r,motion_energy_right,motion_energy_body,opto_stim,paw_l,tongue_end_l,motion_energy_left
215,motion_energy_body,opto_stim,wheel_velocity,pupil_diameter,paw_l,nose,paw_r,motion_energy_right,tongue_end_r,tongue_end_l,motion_energy_left
216,opto_stim,tongue_end_r,nose,wheel_velocity,paw_r,motion_energy_right,tongue_end_l,pupil_diameter,paw_l,motion_energy_left,motion_energy_body
223,tongue_end_r,tongue_end_l,motion_energy_body,nose,paw_l,pupil_diameter,opto_stim,wheel_velocity,motion_energy_left,motion_energy_right,paw_r
224,wheel_velocity,paw_r,opto_stim,motion_energy_body,nose,pupil_diameter,tongue_end_r,tongue_end_l,motion_energy_right,motion_energy_left,paw_l
228,pupil_diameter,nose,opto_stim,motion_energy_left,tongue_end_r,tongue_end_l,paw_l,motion_energy_right,motion_energy_body,wheel_velocity,paw_r
229,motion_energy_body,tongue_end_r,motion_energy_left,tongue_end_l,motion_energy_right,pupil_diameter,nose,paw_l,wheel_velocity,paw_r,opto_stim
230,paw_l,nose,wheel_velocity,motion_energy_right,motion_energy_left,opto_stim,pupil_diameter,paw_r,tongue_end_r,tongue_end_l,motion_energy_body
235,motion_energy_right,nose,paw_l,opto_stim,wheel_velocity,motion_energy_left,pupil_diameter,paw_r,tongue_end_l,tongue_end_r,motion_energy_body
241,pupil_diameter,tongue_end_l,motion_energy_body,nose,opto_stim,tongue_end_r,motion_energy_left,motion_energy_right,paw_l,wheel_velocity,paw_r
245,wheel_velocity,pupil_diameter,paw_l,motion_energy_right,nose,opto_stim,motion_energy_left,tongue_end_r,tongue_end_l,motion_energy_body,paw_r
252,tongue_end_r,pupil_diameter,motion_energy_left,wheel_velocity,tongue_end_l,opto_stim,motion_energy_body,nose,motion_energy_right,paw_l,paw_r
256,motion_energy_body,paw_r,wheel_velocity,paw_l,pupil_diameter,opto_stim,nose,motion_energy_right,motion_energy_left,tongue_end_l,tongue_end_r
260,tongue_end_r,opto_stim,motion_energy_right,motion_energy_body,tongue_end_l,pupil_diameter,motion_energy_left,paw_l,paw_r,nose,wheel_velocity
261,tongue_end_r,tongue_end_l,nose,motion_energy_right,motion_energy_left,pupil_diameter,opto_stim,paw_l,paw_r,motion_energy_body,wheel_velocity
267,pupil_diameter,wheel_velocity,paw_l,opto_stim,motion_energy_body,motion_energy_left,motion_energy_right,tongue_end_l,tongue_end_r,paw_r,nose
271,tongue_end_r,paw_r,opto_stim,tongue_end_l,motion_energy_body,nose,pupil_diameter,motion_energy_right,motion_energy_left,wheel_velocity,paw_l
276,tongue_end_l,nose,opto_stim,wheel_velocity,motion_energy_right,motion_energy_body,pupil_diameter,motion_energy_left,paw_l,paw_r,tongue_end_r
280,motion_energy_right,wheel_velocity,pupil_diameter,tongue_end_l,nose,paw_l,opto_stim,motion_energy_body,tongue_end_r,motion_energy_left,paw_r
287,opto_stim,paw_r,tongue_end_r,pupil_diameter,nose,motion_energy_right,motion_energy_body,tongue_end_l,paw_l,wheel_velocity,motion_energy_left
291,pupil_diameter,motion_energy_body,nose,tongue_end_r,opto_stim,tongue_end_l,wheel_velocity,paw_r,paw_l,motion_energy_right,motion_energy_left
294,opto_stim,pupil_diameter,wheel_velocity,paw_l,nose,motion_energy_left,paw_r,tongue_end_l,tongue_end_r,motion_energy_right,motion_energy_body
297,paw_l,opto_stim,pupil_diameter,motion_energy_body,nose,motion_energy_left,tongue_end_r,tongue_end_l,paw_r,wheel_velocity,motion_energy_right
314,pupil_diameter,motion_energy_body,paw_l,tongue_end_l,opto_stim,wheel_velocity,tongue_end_r,motion_energy_right,nose,paw_r,motion_energy_left
317,tongue_end_l,motion_energy_right,nose,pupil_diameter,paw_r,paw_l,motion_energy_body,opto_stim,motion_energy_left,tongue_end_r,wheel_velocity
324,nose,paw_l,paw_r,opto_stim,motion_energy_right,motion_energy_body,pupil_diameter,tongue_end_r,tongue_end_l,motion_energy_left,wheel_velocity
329,paw_l,nose,motion_energy_right,paw_r,motion_energy_left,tongue_end_r,tongue_end_l,motion_energy_body,wheel_velocity,opto_stim,pupil_diameter
334,motion_energy_right,motion_energy_body,motion_energy_left,tongue_end_l,pupil_diameter,paw_r,opto_stim,nose,paw_l,tongue_end_r,wheel_velocity
342,paw_r,paw_l,wheel_velocity,tongue_end_r,pupil_diameter,nose,motion_energy_left,motion_energy_right,tongue_end_l,motion_energy_body,opto_stim
343,wheel_velocity,opto_stim,nose,motion_energy_right,tongue_end_r,paw_r,paw_l,motion_energy_body,motion_energy_left,tongue_end_l,pupil_diameter
348,motion_energy_left,motion_energy_right,tongue_end_l,wheel_velocity,motion_energy_body,pupil_diameter,nose,tongue_end_r,opto_stim,paw_l,paw_r
349,opto_stim,tongue_end_r,nose,motion_energy_right,pupil_diameter,wheel_velocity,tongue_end_l,motion_energy_left,motion_energy_body,paw_l,paw_r
362,tongue_end_r,tongue_end_l,motion_energy_right,nose,motion_energy_left,opto_stim,wheel_velocity,motion_energy_body,paw_l,paw_r,pupil_diameter
410,paw_r,pupil_diameter,motion_energy_right,motion_energy_body,tongue_end_r,motion_energy_left,nose,opto_stim,wheel_velocity,tongue_end_l,paw_l
425,opto_stim,tongue_end_r,nose,motion_energy_right,paw_l,motion_energy_body,motion_energy_left,tongue_end_l,paw_r,wheel_velocity,pupil_diameter
431,tongue_end_r,motion_energy_right,nose,motion_energy_left,pupil_diameter,tongue_end_l,motion_energy_body,opto_stim,paw_r,wheel_velocity,paw_l
432,tongue_end_l,motion_energy_body,paw_r,wheel_velocity,nose,tongue_end_r,paw_l,motion_energy_left,motion_energy_right,opto_stim,pupil_diameter
435,tongue_end_r,paw_l,wheel_velocity,motion_energy_body,motion_energy_right,motion_energy_left,opto_stim,paw_r,nose,tongue_end_l,pupil_diameter
440,tongue_end_r,tongue_end_l,motion_energy_left,motion_energy_right,pupil_diameter,motion_energy_body,nose,paw_r,wheel_velocity,opto_stim,paw_l
445,tongue_end_l,motion_energy_body,paw_r,pupil_diameter,tongue_end_r,wheel_velocity,motion_energy_right,motion_energy_left,nose,opto_stim,paw_l
454,tongue_end_r,paw_r,pupil_diameter,opto_stim,nose,motion_energy_left,tongue_end_l,paw_l,motion_energy_body,motion_energy_right,wheel_velocity
457,wheel_velocity,pupil_diameter,motion_energy_body,nose,tongue_end_l,tongue_end_r,motion_energy_right,paw_l,opto_stim,motion_energy_left,paw_r
461,tongue_end_r,paw_r,wheel_velocity,nose,motion_energy_right,motion_energy_body,tongue_end_l,motion_energy_left,opto_stim,paw_l,pupil_diameter
462,tongue_end_r,paw_l,wheel_velocity,motion_energy_body,pupil_diameter,tongue_end_l,paw_r,opto_stim,motion_energy_right,motion_energy_left,nose
467,pupil_diameter,motion_energy_left,paw_l,paw_r,opto_stim,wheel_velocity,nose,motion_energy_body,motion_energy_right,tongue_end_r,tongue_end_l
471,nose,pupil_diameter,opto_stim,motion_energy_right,paw_r,motion_energy_left,motion_energy_body,tongue_end_l,wheel_velocity,tongue_end_r,paw_l
491,opto_stim,motion_energy_right,motion_energy_left,nose,wheel_velocity,paw_l,tongue_end_r,pupil_diameter,tongue_end_l,motion_energy_body,paw_r
493,wheel_velocity,paw_l,nose,motion_energy_right,opto_stim,motion_energy_body,motion_energy_left,paw_r,pupil_diameter,tongue_end_r,tongue_end_l
494,pupil_diameter,wheel_velocity,paw_l,tongue_end_r,tongue_end_l,paw_r,motion_energy_left,opto_stim,motion_energy_right,nose,motion_energy_body
500,paw_r,paw_l,opto_stim,motion_energy_left,motion_energy_body,tongue_end_r,tongue_end_l,motion_energy_right,wheel_velocity,nose,pupil_diameter
502,tongue_end_r,tongue_end_l,paw_l,nose,wheel_velocity,paw_r,pupil_diameter,motion_energy_body,motion_energy_left,motion_energy_right,opto_stim
505,tongue_end_r,paw_l,pupil_diameter,tongue_end_l,motion_energy_right,motion_energy_left,paw_r,opto_stim,wheel_velocity,motion_energy_body,nose
510,pupil_diameter,motion_energy_right,paw_l,tongue_end_r,tongue_end_l,motion_energy_body,opto_stim,nose,wheel_velocity,paw_r,motion_energy_left
511,motion_energy_left,wheel_velocity,opto_stim,nose,motion_energy_right,paw_r,pupil_diameter,tongue_end_r,tongue_end_l,paw_l,motion_energy_body
514,pupil_diameter,nose,opto_stim,wheel_velocity,paw_l,motion_energy_body,tongue_end_l,tongue_end_r,motion_energy_right,paw_r,motion_energy_left
516,nose,motion_energy_right,motion_energy_left,tongue_end_r,pupil_diameter,opto_stim,motion_energy_body,paw_r,paw_l,tongue_end_l,wheel_velocity
517,wheel_velocity,opto_stim,motion_energy_left,paw_l,nose,motion_energy_right,pupil_diameter,tongue_end_r,tongue_end_l,paw_r,motion_energy_body
521,tongue_end_l,wheel_velocity,motion_energy_right,nose,motion_energy_left,motion_energy_body,paw_r,pupil_diameter,opto_stim,paw_l,tongue_end_r
526,wheel_velocity,paw_r,nose,motion_energy_left,paw_l,opto_stim,motion_energy_body,motion_energy_right,tongue_end_r,pupil_diameter,tongue_end_l
527,paw_l,wheel_velocity,tongue_end_r,motion_energy_right,motion_energy_body,motion_energy_left,opto_stim,pupil_diameter,nose,paw_r,tongue_end_l
534,tongue_end_l,tongue_end_r,nose,paw_l,motion_energy_body,motion_energy_left,opto_stim,wheel_velocity,pupil_diameter,paw_r,motion_energy_right
536,wheel_velocity,paw_l,paw_r,nose,motion_energy_right,motion_energy_left,tongue_end_r,tongue_end_l,motion_energy_body,opto_stim,pupil_diameter
537,nose,tongue_end_r,motion_energy_body,pupil_diameter,motion_energy_left,paw_l,tongue_end_l,motion_energy_right,paw_r,wheel_velocity,opto_stim
541,opto_stim,wheel_velocity,tongue_end_l,paw_l,nose,motion_energy_left,motion_energy_right,tongue_end_r,paw_r,motion_energy_body,pupil_diameter
542,tongue_end_l,tongue_end_r,pupil_diameter,opto_stim,wheel_velocity,nose,motion_energy_right,paw_r,paw_l,motion_energy_left,motion_energy_body
549,tongue_end_l,opto_stim,motion_energy_body,paw_r,nose,motion_energy_right,pupil_diameter,motion_energy_left,paw_l,tongue_end_r,wheel_velocity
550,wheel_velocity,paw_l,pupil_diameter,paw_r,nose,motion_energy_body,motion_energy_left,motion_energy_right,tongue_end_r,tongue_end_l,opto_stim
551,paw_r,tongue_end_r,opto_stim,motion_energy_right,tongue_end_l,paw_l,nose,motion_energy_body,wheel_velocity,pupil_diameter,motion_energy_left
555,pupil_diameter,opto_stim,tongue_end_l,motion_energy_right,nose,wheel_velocity,paw_l,motion_energy_body,motion_energy_left,tongue_end_r,paw_r
556,opto_stim,nose,motion_energy_right,motion_energy_body,motion_energy_left,tongue_end_r,pupil_diameter,tongue_end_l,wheel_velocity,paw_r,paw_l
561,pupil_diameter,tongue_end_r,tongue_end_l,motion_energy_left,opto_stim,motion_energy_right,nose,paw_r,paw_l,motion_energy_body,wheel_velocity
566,nose,pupil_diameter,tongue_end_r,tongue_end_l,motion_energy_left,motion_energy_body,paw_l,motion_energy_right,opto_stim,paw_r,wheel_velocity
568,wheel_velocity,opto_stim,pupil_diameter,nose,tongue_end_r,tongue_end_l,paw_r,motion_energy_left,paw_l,motion_energy_right,motion_energy_body
569,pupil_diameter,nose,motion_energy_right,opto_stim,wheel_velocity,motion_energy_body,tongue_end_l,tongue_end_r,paw_l,motion_energy_left,paw_r
570,tongue_end_l,tongue_end_r,motion_energy_body,opto_stim,motion_energy_right,nose,paw_l,wheel_velocity,pupil_diameter,motion_energy_left,paw_r
571,paw_l,wheel_velocity,motion_energy_left,motion_energy_body,tongue_end_r,tongue_end_l,opto_stim,pupil_diameter,motion_energy_right,nose,paw_r
574,motion_energy_left,opto_stim,pupil_diameter,tongue_end_r,tongue_end_l,motion_energy_body,paw_r,paw_l,nose,motion_energy_right,wheel_velocity
579,pupil_diameter,opto_stim,nose,tongue_end_r,tongue_end_l,motion_energy_left,motion_energy_body,paw_l,motion_energy_right,wheel_velocity,paw_r
595,pupil_diameter,tongue_end_l,tongue_end_r,paw_l,motion_energy_right,motion_energy_left,paw_r,wheel_velocity,opto_stim,motion_energy_body,nose
607,opto_stim,tongue_end_l,motion_energy_right,tongue_end_r,pupil_diameter,wheel_velocity,nose,motion_energy_left,motion_energy_body,paw_r,paw_l
611,tongue_end_r,pupil_diameter,tongue_end_l,paw_l,motion_energy_body,opto_stim,motion_energy_right,motion_energy_left,nose,paw_r,wheel_velocity
613,pupil_diameter,opto_stim,wheel_velocity,paw_l,motion_energy_body,tongue_end_r,tongue_end_l,nose,paw_r,motion_energy_left,motion_energy_right
617,tongue_end_l,paw_r,opto_stim,wheel_velocity,nose,paw_l,motion_energy_body,motion_energy_right,motion_energy_left,pupil_diameter,tongue_end_r
620,paw_l,opto_stim,motion_energy_body,tongue_end_l,motion_energy_right,nose,paw_r,wheel_velocity,motion_energy_left,tongue_end_r,pupil_diameter
621,pupil_diameter,nose,opto_stim,tongue_end_l,tongue_end_r,motion_energy_body,paw_l,paw_r,motion_energy_left,wheel_velocity,motion_energy_right
622,pupil_diameter,opto_stim,tongue_end_l,wheel_velocity,paw_l,nose,motion_energy_right,motion_energy_left,motion_energy_body,tongue_end_r,paw_r
624,wheel_velocity,opto_stim,motion_energy_right,nose,paw_r,motion_energy_body,pupil_diameter,tongue_end_r,tongue_end_l,paw_l,motion_energy_left
632,paw_l,opto_stim,pupil_diameter,motion_energy_left,nose,motion_energy_body,tongue_end_r,tongue_end_l,paw_r,wheel_velocity,motion_energy_right
634,motion_energy_right,paw_l,tongue_end_r,opto_stim,motion_energy_left,tongue_end_l,pupil_diameter,paw_r,wheel_velocity,nose,motion_energy_body
636,opto_stim,motion_energy_right,pupil_diameter,wheel_velocity,paw_l,paw_r,motion_energy_body,nose,tongue_end_r,tongue_end_l,motion_energy_left
640,pupil_diameter,wheel_velocity,tongue_end_r,tongue_end_l,motion_energy_left,motion_energy_right,motion_energy_body,paw_r,opto_stim,nose,paw_l
643,pupil_diameter,motion_energy_left,opto_stim,motion_energy_body,paw_r,wheel_velocity,nose,tongue_end_l,tongue_end_r,paw_l,motion_energy_right
648,tongue_end_r,tongue_end_l,motion_energy_left,paw_l,motion_energy_body,opto_stim,nose,pupil_diameter,wheel_velocity,paw_r,motion_energy_right
656,motion_energy_body,pupil_diameter,opto_stim,tongue_end_r,nose,tongue_end_l,wheel_velocity,motion_energy_right,motion_energy_left,paw_r,paw_l
659,paw_r,pupil_diameter,opto_stim,paw_l,motion_energy_left,wheel_velocity,nose,motion_energy_body,tongue_end_r,tongue_end_l,motion_energy_right
680,tongue_end_r,motion_energy_body,nose,paw_r,wheel_velocity,motion_energy_right,pupil_diameter,tongue_end_l,paw_l,motion_energy_left,opto_stim
682,nose,pupil_diameter,motion_energy_right,opto_stim,wheel_velocity,tongue_end_l,tongue_end_r,motion_energy_body,paw_l,motion_energy_left,paw_r
683,paw_l,motion_energy_left,opto_stim,motion_energy_right,paw_r,nose,motion_energy_body,tongue_end_r,tongue_end_l,pupil_diameter,wheel_velocity
684,pupil_diameter,nose,tongue_end_r,wheel_velocity,motion_energy_body,motion_energy_left,tongue_end_l,paw_l,opto_stim,paw_r,motion_energy_right
687,tongue_end_r,motion_energy_body,paw_r,nose,motion_energy_right,motion_energy_left,wheel_velocity,tongue_end_l,paw_l,opto_stim,pupil_diameter
688,wheel_velocity,paw_l,nose,pupil_diameter,motion_energy_right,tongue_end_r,tongue_end_l,paw_r,motion_energy_left,opto_stim,motion_energy_body
698,nose,motion_energy_right,motion_energy_body,tongue_end_r,tongue_end_l,opto_stim,wheel_velocity,motion_energy_left,paw_r,paw_l,pupil_diameter
699,opto_stim,wheel_velocity,paw_l,paw_r,motion_energy_right,motion_energy_body,motion_energy_left,tongue_end_r,tongue_end_l,nose,pupil_diameter
708,tongue_end_l,wheel_velocity,paw_l,opto_stim,nose,motion_energy_right,motion_energy_body,pupil_diameter,motion_energy_left,tongue_end_r,paw_r
709,tongue_end_r,paw_l,wheel_velocity,motion_energy_right,opto_stim,nose,paw_r,pupil_diameter,tongue_end_l,motion_energy_left,motion_energy_body
710,motion_energy_right,tongue_end_l,wheel_velocity,opto_stim,paw_r,motion_energy_body,nose,motion_energy_left,tongue_end_r,paw_l,pupil_diameter
723,tongue_end_r,motion_energy_body,motion_energy_left,opto_stim,pupil_diameter,paw_l,paw_r,tongue_end_l,motion_energy_right,wheel_velocity,nose
724,tongue_end_l,paw_l,pupil_diameter,tongue_end_r,opto_stim,nose,motion_energy_right,motion_energy_left,motion_energy_body,paw_r,wheel_velocity
750,motion_energy_right,nose,opto_stim,wheel_velocity,paw_l,motion_energy_body,pupil_diameter,tongue_end_r,tongue_end_l,paw_r,motion_energy_left
772,pupil_diameter,tongue_end_r,tongue_end_l,opto_stim,motion_energy_body,paw_l,paw_r,wheel_velocity,motion_energy_right,motion_energy_left,nose
773,motion_energy_left,tongue_end_r,motion_energy_body,tongue_end_l,paw_l,pupil_diameter,opto_stim,paw_r,motion_energy_right,nose,wheel_velocity
776,pupil_diameter,tongue_end_l,tongue_end_r,opto_stim,paw_l,nose,motion_energy_right,motion_energy_left,wheel_velocity,motion_energy_body,paw_r
784,paw_l,paw_r,wheel_velocity,nose,motion_energy_right,motion_energy_body,opto_stim,motion_energy_left,pupil_diameter,tongue_end_l,tongue_end_r
792,tongue_end_r,motion_energy_right,nose,paw_r,paw_l,opto_stim,motion_energy_left,motion_energy_body,pupil_diameter,wheel_velocity,tongue_end_l
